"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Vermont","VT",752,29,64,4,1,31
"2020-04-15","Vermont","VT",759,29,63,7,0,-1
"2020-04-16","Vermont","VT",774,33,58,15,4,-5
"2020-04-17","Vermont","VT",779,35,32,5,2,-26
"2020-04-18","Vermont","VT",803,38,56,24,3,24
"2020-04-19","Vermont","VT",813,38,53,10,0,-3
"2020-04-20","Vermont","VT",816,38,49,3,0,-4
"2020-04-21","Vermont","VT",818,40,41,2,2,-8
"2020-04-22","Vermont","VT",823,40,37,5,0,-4
"2020-04-23","Vermont","VT",825,43,44,2,3,7
"2020-04-24","Vermont","VT",827,44,32,2,1,-12
"2020-04-25","Vermont","VT",843,46,37,16,2,5
"2020-04-26","Vermont","VT",851,46,34,8,0,-3
"2020-04-27","Vermont","VT",855,47,33,4,1,-1
"2020-04-28","Vermont","VT",862,47,NA,7,0,NA
"2020-04-29","Vermont","VT",862,47,NA,0,0,NA
"2020-04-30","Vermont","VT",866,49,NA,4,2,NA
"2020-05-01","Vermont","VT",879,50,NA,13,1,NA
"2020-05-02","Vermont","VT",886,51,NA,7,1,NA
"2020-05-03","Vermont","VT",897,53,NA,11,2,NA
"2020-05-04","Vermont","VT",902,52,NA,5,-1,NA
"2020-05-05","Vermont","VT",907,52,NA,5,0,NA
"2020-05-06","Vermont","VT",908,52,NA,1,0,NA
"2020-05-07","Vermont","VT",916,53,NA,8,1,NA
"2020-05-08","Vermont","VT",919,53,NA,3,0,NA
"2020-05-09","Vermont","VT",921,53,NA,2,0,NA
"2020-05-10","Vermont","VT",927,53,NA,6,0,NA
"2020-05-11","Vermont","VT",926,53,NA,-1,0,NA
"2020-05-12","Vermont","VT",927,53,NA,1,0,NA
"2020-05-13","Vermont","VT",929,53,NA,2,0,NA
"2020-05-14","Vermont","VT",932,53,NA,3,0,NA
"2020-05-15","Vermont","VT",933,53,NA,1,0,NA
"2020-05-16","Vermont","VT",934,53,NA,1,0,NA
"2020-05-17","Vermont","VT",940,54,NA,6,1,NA
"2020-05-18","Vermont","VT",940,54,NA,0,0,NA
"2020-05-19","Vermont","VT",944,54,NA,4,0,NA
"2020-05-20","Vermont","VT",944,54,NA,0,0,NA
"2020-05-21","Vermont","VT",950,54,NA,6,0,NA
"2020-05-22","Vermont","VT",952,54,NA,2,0,NA
"2020-05-23","Vermont","VT",954,54,NA,2,0,NA
"2020-05-24","Vermont","VT",956,54,NA,2,0,NA
"2020-05-25","Vermont","VT",962,54,NA,6,0,NA
"2020-05-26","Vermont","VT",967,54,NA,5,0,NA
"2020-05-27","Vermont","VT",971,54,NA,4,0,NA
"2020-05-28","Vermont","VT",974,55,NA,3,1,NA
"2020-05-29","Vermont","VT",975,55,NA,1,0,NA
"2020-05-30","Vermont","VT",977,55,NA,2,0,NA
"2020-05-31","Vermont","VT",981,55,NA,4,0,NA
"2020-06-01","Vermont","VT",983,55,NA,2,0,NA
"2020-06-02","Vermont","VT",988,55,NA,5,0,NA
"2020-06-03","Vermont","VT",990,55,NA,2,0,NA
"2020-06-04","Vermont","VT",1026,55,NA,36,0,NA
"2020-06-05","Vermont","VT",1027,55,NA,1,0,NA
"2020-06-06","Vermont","VT",1046,55,NA,19,0,NA
"2020-06-07","Vermont","VT",1063,55,NA,17,0,NA
"2020-06-08","Vermont","VT",1075,55,NA,12,0,NA
"2020-06-09","Vermont","VT",1084,55,NA,9,0,NA
"2020-06-10","Vermont","VT",1095,55,NA,11,0,NA
"2020-06-11","Vermont","VT",1110,55,NA,15,0,NA
"2020-06-12","Vermont","VT",1119,55,NA,9,0,NA
"2020-06-13","Vermont","VT",1125,55,NA,6,0,NA
"2020-06-14","Vermont","VT",1127,55,NA,2,0,NA
"2020-06-15","Vermont","VT",1128,55,NA,1,0,NA
"2020-06-16","Vermont","VT",1131,55,NA,3,0,NA
"2020-06-17","Vermont","VT",1130,55,NA,-1,0,NA
"2020-06-18","Vermont","VT",1135,56,NA,5,1,NA
"2020-06-19","Vermont","VT",1144,56,NA,9,0,NA
"2020-06-20","Vermont","VT",1147,56,NA,3,0,NA
"2020-06-21","Vermont","VT",1159,56,NA,12,0,NA
"2020-06-22","Vermont","VT",1163,56,NA,4,0,NA
