"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Utah","UT",2417,18,213,54,5,12
"2020-04-15","Utah","UT",2548,20,221,131,2,8
"2020-04-16","Utah","UT",2683,20,238,135,0,17
"2020-04-17","Utah","UT",2793,23,244,110,3,6
"2020-04-18","Utah","UT",2917,25,251,124,2,7
"2020-04-19","Utah","UT",3069,27,259,152,2,8
"2020-04-20","Utah","UT",3213,28,268,144,1,9
"2020-04-21","Utah","UT",3297,32,277,84,4,9
"2020-04-22","Utah","UT",3445,32,288,148,0,11
"2020-04-23","Utah","UT",3612,35,301,167,3,13
"2020-04-24","Utah","UT",3782,39,315,170,4,14
"2020-04-25","Utah","UT",3948,41,329,166,2,14
"2020-04-26","Utah","UT",4123,41,345,175,0,16
"2020-04-27","Utah","UT",4236,41,349,113,0,4
"2020-04-28","Utah","UT",4345,41,370,109,0,21
"2020-04-29","Utah","UT",4497,45,383,152,4,13
"2020-04-30","Utah","UT",4672,46,390,175,1,7
"2020-05-01","Utah","UT",4828,46,403,156,0,13
"2020-05-02","Utah","UT",4985,49,418,157,3,15
"2020-05-03","Utah","UT",5175,50,436,190,1,18
"2020-05-04","Utah","UT",5317,50,441,142,0,5
"2020-05-05","Utah","UT",5449,56,456,132,6,15
"2020-05-06","Utah","UT",5595,58,464,146,2,8
"2020-05-07","Utah","UT",5724,61,476,129,3,12
"2020-05-08","Utah","UT",5919,61,488,195,0,12
"2020-05-09","Utah","UT",6103,66,498,184,5,10
"2020-05-10","Utah","UT",6251,67,512,148,1,14
"2020-05-11","Utah","UT",6362,68,517,111,1,5
"2020-05-12","Utah","UT",6432,73,535,70,5,18
"2020-05-13","Utah","UT",6620,75,553,188,2,18
"2020-05-14","Utah","UT",6749,75,558,129,0,5
"2020-05-15","Utah","UT",6913,77,566,164,2,8
"2020-05-16","Utah","UT",7068,78,578,155,1,12
"2020-05-17","Utah","UT",7238,80,586,170,2,8
"2020-05-18","Utah","UT",7384,80,595,146,0,9
"2020-05-19","Utah","UT",7518,88,595,134,8,0
"2020-05-20","Utah","UT",7710,90,631,192,2,36
"2020-05-21","Utah","UT",7874,92,647,164,2,16
"2020-05-22","Utah","UT",8057,93,1036,183,1,389
"2020-05-23","Utah","UT",8260,97,1053,203,4,17
"2020-05-24","Utah","UT",8392,97,688,132,0,-365
"2020-05-25","Utah","UT",8521,98,692,129,1,4
"2020-05-26","Utah","UT",8620,101,696,99,3,4
"2020-05-27","Utah","UT",8706,105,716,86,4,20
"2020-05-28","Utah","UT",8921,106,734,215,1,18
"2020-05-29","Utah","UT",9264,107,753,343,1,19
"2020-05-30","Utah","UT",9533,112,763,269,5,10
"2020-05-31","Utah","UT",9797,113,775,264,1,12
"2020-06-01","Utah","UT",9999,113,789,202,0,14
"2020-06-02","Utah","UT",10202,113,801,203,0,12
"2020-06-03","Utah","UT",10497,117,829,295,4,28
"2020-06-04","Utah","UT",10813,117,850,316,0,21
"2020-06-05","Utah","UT",11252,120,870,439,3,20
