"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Oregon","OR",1633,55,381,49,2,12
"2020-04-15","Oregon","OR",1663,58,401,30,3,20
"2020-04-16","Oregon","OR",1736,64,414,73,6,13
"2020-04-17","Oregon","OR",1785,70,427,49,6,13
"2020-04-18","Oregon","OR",1844,72,449,59,2,22
"2020-04-19","Oregon","OR",1910,74,456,66,2,7
"2020-04-20","Oregon","OR",1957,75,465,47,1,9
"2020-04-21","Oregon","OR",2004,78,471,47,3,6
"2020-04-22","Oregon","OR",2059,78,488,55,0,17
"2020-04-23","Oregon","OR",2127,83,512,68,5,24
"2020-04-24","Oregon","OR",2177,86,520,50,3,8
"2020-04-25","Oregon","OR",2253,87,536,76,1,16
"2020-04-26","Oregon","OR",2311,92,546,58,5,10
"2020-04-27","Oregon","OR",2354,92,554,43,0,8
"2020-04-28","Oregon","OR",2385,99,554,31,7,0
"2020-04-29","Oregon","OR",2446,101,569,61,2,15
"2020-04-30","Oregon","OR",2510,103,578,64,2,9
"2020-05-01","Oregon","OR",2579,104,591,69,1,13
"2020-05-02","Oregon","OR",2635,109,595,56,5,4
"2020-05-03","Oregon","OR",2680,109,598,45,0,3
"2020-05-04","Oregon","OR",2759,109,608,79,0,10
"2020-05-05","Oregon","OR",2839,113,622,80,4,14
"2020-05-06","Oregon","OR",2916,115,641,77,2,19
"2020-05-07","Oregon","OR",2989,121,645,73,6,4
"2020-05-08","Oregon","OR",3068,124,659,79,3,14
"2020-05-09","Oregon","OR",3160,127,662,92,3,3
"2020-05-10","Oregon","OR",3228,127,670,68,0,8
"2020-05-11","Oregon","OR",3286,130,673,58,3,3
"2020-05-12","Oregon","OR",3358,130,673,72,0,0
"2020-05-13","Oregon","OR",3416,134,678,58,4,5
"2020-05-14","Oregon","OR",3479,137,685,63,3,7
"2020-05-15","Oregon","OR",3541,137,691,62,0,6
"2020-05-16","Oregon","OR",3612,137,699,71,0,8
"2020-05-17","Oregon","OR",3623,137,703,11,0,4
"2020-05-18","Oregon","OR",3687,138,708,64,1,5
"2020-05-19","Oregon","OR",3726,140,714,39,2,6
"2020-05-20","Oregon","OR",3801,144,723,75,4,9
"2020-05-21","Oregon","OR",3817,145,732,16,1,9
"2020-05-22","Oregon","OR",3864,147,737,47,2,5
"2020-05-23","Oregon","OR",3888,147,740,24,0,3
"2020-05-24","Oregon","OR",3927,148,742,39,1,2
"2020-05-25","Oregon","OR",3949,148,747,22,0,5
"2020-05-26","Oregon","OR",3967,148,752,18,0,5
"2020-05-27","Oregon","OR",4038,148,759,71,0,7
"2020-05-28","Oregon","OR",4086,151,768,48,3,9
"2020-05-29","Oregon","OR",4131,151,771,45,0,3
"2020-05-30","Oregon","OR",4185,153,778,54,2,7
"2020-05-31","Oregon","OR",4243,153,786,58,0,8
"2020-06-01","Oregon","OR",4302,154,790,59,1,4
"2020-06-02","Oregon","OR",4335,157,795,33,3,5
"2020-06-03","Oregon","OR",4399,159,800,64,2,5
"2020-06-04","Oregon","OR",4474,159,812,75,0,12
"2020-06-05","Oregon","OR",4570,161,819,96,2,7
"2020-06-06","Oregon","OR",4570,161,819,0,0,0
"2020-06-07","Oregon","OR",4662,163,819,92,2,0
"2020-06-08","Oregon","OR",4922,164,843,260,1,24
"2020-06-09","Oregon","OR",4988,169,851,66,5,8
"2020-06-10","Oregon","OR",5060,169,857,72,0,6
"2020-06-11","Oregon","OR",5237,171,864,177,2,7
"2020-06-12","Oregon","OR",5377,173,875,140,2,11
"2020-06-13","Oregon","OR",5377,173,875,0,0,0
"2020-06-14","Oregon","OR",5377,173,875,0,0,0
"2020-06-15","Oregon","OR",5820,180,875,443,7,0
"2020-06-16","Oregon","OR",6098,182,912,278,2,37
"2020-06-17","Oregon","OR",6218,183,929,120,1,17
"2020-06-18","Oregon","OR",6366,187,933,148,4,4
"2020-06-19","Oregon","OR",6572,188,946,206,1,13
"2020-06-20","Oregon","OR",6572,188,946,0,0,0
"2020-06-21","Oregon","OR",6572,188,946,0,0,0
"2020-06-22","Oregon","OR",7083,192,969,511,4,23
"2020-06-23","Oregon","OR",7274,192,983,191,0,14
"2020-06-24","Oregon","OR",7444,195,1006,170,3,23
"2020-06-25","Oregon","OR",7568,197,1012,124,2,6
"2020-06-26","Oregon","OR",7818,202,1022,250,5,10
"2020-06-27","Oregon","OR",8094,202,1022,276,0,0
"2020-06-28","Oregon","OR",8341,202,1022,247,0,0
"2020-06-29","Oregon","OR",8485,204,1025,144,2,3
"2020-06-30","Oregon","OR",8656,207,1038,171,3,13
"2020-07-01","Oregon","OR",8931,208,1055,275,1,17
"2020-07-02","Oregon","OR",9294,209,1069,363,1,14
"2020-07-03","Oregon","OR",9636,209,1069,342,0,0
"2020-07-04","Oregon","OR",9930,213,1069,294,4,0
"2020-07-05","Oregon","OR",10230,215,1069,300,2,0
"2020-07-06","Oregon","OR",10395,215,1125,165,0,56
"2020-07-07","Oregon","OR",10605,220,1141,210,5,16
"2020-07-08","Oregon","OR",10817,224,1155,212,4,14
"2020-07-09","Oregon","OR",11188,230,1162,371,6,7
"2020-07-10","Oregon","OR",11454,232,1180,266,2,18
"2020-07-11","Oregon","OR",11851,232,1180,397,0,0
"2020-07-12","Oregon","OR",12170,234,1180,319,2,0
"2020-07-13","Oregon","OR",12438,237,1234,268,3,54
"2020-07-14","Oregon","OR",12805,244,1254,367,7,20
"2020-07-15","Oregon","OR",13081,247,1254,276,3,0
"2020-07-16","Oregon","OR",13509,249,1311,428,2,57
"2020-07-17","Oregon","OR",13802,254,1327,293,5,16
"2020-07-18","Oregon","OR",14149,257,1327,347,3,0
"2020-07-19","Oregon","OR",14579,260,1327,430,3,0
"2020-07-20","Oregon","OR",14847,262,1387,268,2,60
"2020-07-21","Oregon","OR",15139,269,1406,292,7,19
"2020-07-22","Oregon","OR",15393,271,1433,254,2,27
"2020-07-23","Oregon","OR",15713,273,1465,320,2,32
"2020-07-24","Oregon","OR",16104,282,1474,391,9,9
"2020-07-25","Oregon","OR",16104,282,1474,0,0,0
"2020-07-26","Oregon","OR",16758,289,1474,654,7,0
