"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Tennessee","TN",5788,124,633,182,15,54
"2020-04-15","Tennessee","TN",6051,135,663,263,11,30
"2020-04-16","Tennessee","TN",6341,141,691,290,6,28
"2020-04-17","Tennessee","TN",6661,142,711,320,1,20
"2020-04-18","Tennessee","TN",6834,145,719,173,3,8
"2020-04-19","Tennessee","TN",7111,148,724,277,3,5
"2020-04-20","Tennessee","TN",7361,152,730,250,4,6
"2020-04-21","Tennessee","TN",7649,157,760,288,5,30
"2020-04-22","Tennessee","TN",8148,166,775,499,9,15
"2020-04-23","Tennessee","TN",8600,170,793,452,4,18
"2020-04-24","Tennessee","TN",9068,168,808,468,-2,15
"2020-04-25","Tennessee","TN",9369,178,821,301,10,13
"2020-04-26","Tennessee","TN",9667,181,828,298,3,7
"2020-04-27","Tennessee","TN",9964,184,837,297,3,9
"2020-04-28","Tennessee","TN",10237,188,894,273,4,57
"2020-04-29","Tennessee","TN",10805,195,1013,568,7,119
"2020-04-30","Tennessee","TN",11807,199,1013,1002,4,0
"2020-05-01","Tennessee","TN",12576,204,1113,769,5,100
"2020-05-02","Tennessee","TN",12813,209,1125,237,5,12
"2020-05-03","Tennessee","TN",13183,210,1135,370,1,10
"2020-05-04","Tennessee","TN",13493,219,1143,310,9,8
"2020-05-05","Tennessee","TN",13682,226,1156,189,7,13
"2020-05-06","Tennessee","TN",13941,239,1221,259,13,65
"2020-05-07","Tennessee","TN",14333,237,1266,392,-2,45
"2020-05-08","Tennessee","TN",14528,241,1299,195,4,33
"2020-05-09","Tennessee","TN",14772,242,1319,244,1,20
"2020-05-10","Tennessee","TN",15019,243,1325,247,1,6
"2020-05-11","Tennessee","TN",15571,251,1344,552,8,19
"2020-05-12","Tennessee","TN",16267,264,1363,696,13,19
"2020-05-13","Tennessee","TN",16587,273,1388,320,9,25
"2020-05-14","Tennessee","TN",16848,287,1435,261,14,47
"2020-05-15","Tennessee","TN",17041,290,1454,193,3,19
"2020-05-16","Tennessee","TN",17301,295,1474,260,5,20
"2020-05-17","Tennessee","TN",17772,298,1482,471,3,8
"2020-05-18","Tennessee","TN",18113,301,1489,341,3,7
"2020-05-19","Tennessee","TN",18447,305,1498,334,4,9
"2020-05-20","Tennessee","TN",18706,309,1515,259,4,17
"2020-05-21","Tennessee","TN",19089,313,1539,383,4,24
"2020-05-22","Tennessee","TN",19474,315,1560,385,2,21
"2020-05-23","Tennessee","TN",19892,329,1573,418,14,13
"2020-05-24","Tennessee","TN",20223,336,1583,331,7,10
"2020-05-25","Tennessee","TN",20817,338,1594,594,2,11
"2020-05-26","Tennessee","TN",21171,343,1609,354,5,15
"2020-05-27","Tennessee","TN",21385,353,1647,214,10,38
"2020-05-28","Tennessee","TN",21981,356,1689,596,3,42
"2020-05-29","Tennessee","TN",22211,360,1710,230,4,21
"2020-05-30","Tennessee","TN",22667,364,1732,456,4,22
"2020-05-31","Tennessee","TN",23274,364,1750,607,0,18
"2020-06-01","Tennessee","TN",23877,367,1767,603,3,17
"2020-06-02","Tennessee","TN",24521,381,1792,644,14,25
"2020-06-03","Tennessee","TN",24874,388,1829,353,7,37
"2020-06-04","Tennessee","TN",25101,401,1855,227,13,26
"2020-06-05","Tennessee","TN",25611,408,1893,510,7,38
"2020-06-06","Tennessee","TN",26079,417,1923,468,9,30
"2020-06-07","Tennessee","TN",26505,418,1932,426,1,9
"2020-06-08","Tennessee","TN",26992,421,1948,487,3,16
"2020-06-09","Tennessee","TN",27577,435,1974,585,14,26
"2020-06-10","Tennessee","TN",28004,436,1990,427,1,16
"2020-06-11","Tennessee","TN",28616,441,2011,612,5,21
"2020-06-12","Tennessee","TN",29160,468,2049,544,27,38
