"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Mississippi","MS",3087,111,596,145,13,47
"2020-04-15","Mississippi","MS",3360,122,645,273,11,49
"2020-04-16","Mississippi","MS",3624,129,682,264,7,37
"2020-04-17","Mississippi","MS",3793,140,736,169,11,54
"2020-04-18","Mississippi","MS",3974,152,782,181,12,46
"2020-04-19","Mississippi","MS",4274,159,808,300,7,26
"2020-04-20","Mississippi","MS",4512,169,819,238,10,11
"2020-04-21","Mississippi","MS",4716,183,858,204,14,39
"2020-04-22","Mississippi","MS",4894,193,910,178,10,52
"2020-04-23","Mississippi","MS",5153,201,946,259,8,36
"2020-04-24","Mississippi","MS",5434,209,970,281,8,24
"2020-04-25","Mississippi","MS",5718,221,996,284,12,26
"2020-04-26","Mississippi","MS",5911,227,1001,193,6,5
"2020-04-27","Mississippi","MS",6094,229,1060,183,2,59
"2020-04-28","Mississippi","MS",6342,239,1088,248,10,28
"2020-04-29","Mississippi","MS",6569,250,1126,227,11,38
"2020-04-30","Mississippi","MS",6815,261,1175,246,11,49
"2020-05-01","Mississippi","MS",7212,281,1226,397,20,51
"2020-05-02","Mississippi","MS",7441,291,1265,229,10,39
"2020-05-03","Mississippi","MS",7550,303,1298,109,12,33
"2020-05-04","Mississippi","MS",7877,310,1316,327,7,18
"2020-05-05","Mississippi","MS",8207,342,1352,330,32,36
"2020-05-06","Mississippi","MS",8424,374,1392,217,32,40
"2020-05-07","Mississippi","MS",8686,396,1442,262,22,50
"2020-05-08","Mississippi","MS",9090,409,1478,404,13,36
"2020-05-09","Mississippi","MS",9378,421,1512,288,12,34
"2020-05-10","Mississippi","MS",9501,430,1531,123,9,19
"2020-05-11","Mississippi","MS",9674,435,1546,173,5,15
"2020-05-12","Mississippi","MS",9908,457,1582,234,22,36
"2020-05-13","Mississippi","MS",10090,465,1616,182,8,34
"2020-05-14","Mississippi","MS",10483,480,1667,393,15,51
"2020-05-15","Mississippi","MS",10801,493,1712,318,13,45
"2020-05-16","Mississippi","MS",11123,510,1748,322,17,36
"2020-05-17","Mississippi","MS",11296,521,1773,173,11,25
"2020-05-18","Mississippi","MS",11432,527,1805,136,6,32
"2020-05-19","Mississippi","MS",11704,554,1840,272,27,35
"2020-05-20","Mississippi","MS",11967,570,1901,263,16,61
"2020-05-21","Mississippi","MS",12222,580,1932,255,10,31
"2020-05-22","Mississippi","MS",12625,595,1966,403,15,34
"2020-05-23","Mississippi","MS",13005,616,1996,380,21,30
"2020-05-24","Mississippi","MS",13260,625,2023,255,9,27
"2020-05-25","Mississippi","MS",13458,635,2046,198,10,23
"2020-05-26","Mississippi","MS",13731,652,2070,273,17,24
"2020-05-27","Mississippi","MS",14044,670,2106,313,18,36
"2020-05-28","Mississippi","MS",14372,693,2147,328,23,41
"2020-05-29","Mississippi","MS",14793,710,2208,421,17,61
"2020-05-30","Mississippi","MS",15229,723,2240,436,13,32
"2020-05-31","Mississippi","MS",15523,734,2272,294,11,32
"2020-06-01","Mississippi","MS",15752,739,2296,229,5,24
"2020-06-02","Mississippi","MS",16041,767,2296,289,28,0
"2020-06-03","Mississippi","MS",16322,782,2340,281,15,44
"2020-06-04","Mississippi","MS",16560,794,2340,238,12,0
"2020-06-05","Mississippi","MS",16769,803,2475,209,9,135
"2020-06-06","Mississippi","MS",17039,811,2475,270,8,0
"2020-06-07","Mississippi","MS",17270,817,2522,231,6,47
"2020-06-08","Mississippi","MS",17768,837,2535,498,20,13
"2020-06-09","Mississippi","MS",18123,847,2535,355,10,0
"2020-06-10","Mississippi","MS",18483,868,2614,360,21,79
"2020-06-11","Mississippi","MS",18483,868,2614,0,0,0
"2020-06-12","Mississippi","MS",19091,881,2643,608,13,29
"2020-06-13","Mississippi","MS",19348,889,2644,257,8,1
"2020-06-14","Mississippi","MS",19516,891,2665,168,2,21
"2020-06-15","Mississippi","MS",19799,895,2680,283,4,15
