"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Maryland","MD",9472,302,2122,536,40,147
"2020-04-15","Maryland","MD",10032,311,2231,560,9,109
"2020-04-16","Maryland","MD",10784,319,2451,752,8,220
"2020-04-17","Maryland","MD",11572,334,2612,788,15,161
"2020-04-18","Maryland","MD",12326,421,2757,754,87,145
"2020-04-19","Maryland","MD",12847,461,2886,521,40,129
"2020-04-20","Maryland","MD",13684,582,3014,837,121,128
"2020-04-21","Maryland","MD",14193,652,3158,509,70,144
"2020-04-22","Maryland","MD",14775,698,3325,582,46,167
"2020-04-23","Maryland","MD",15737,748,3477,962,50,152
"2020-04-24","Maryland","MD",16616,798,3618,879,50,141
"2020-04-25","Maryland","MD",17766,875,3760,1150,77,142
"2020-04-26","Maryland","MD",18581,910,3962,815,35,202
"2020-04-27","Maryland","MD",19487,945,4101,906,35,139
"2020-04-28","Maryland","MD",20113,1016,4268,626,71,167
"2020-04-29","Maryland","MD",20849,1078,4402,736,62,134
"2020-04-30","Maryland","MD",21742,1140,4559,893,62,157
"2020-05-01","Maryland","MD",23472,1080,4718,1730,-60,159
"2020-05-02","Maryland","MD",24473,1251,4910,1001,171,192
"2020-05-03","Maryland","MD",25462,1281,5051,989,30,141
"2020-05-04","Maryland","MD",26408,1317,5199,946,36,148
"2020-05-05","Maryland","MD",27117,1390,5337,709,73,138
"2020-05-06","Maryland","MD",28163,1437,5497,1046,47,160
"2020-05-07","Maryland","MD",29374,1503,5663,1211,66,166
"2020-05-08","Maryland","MD",30485,1560,5811,1111,57,148
"2020-05-09","Maryland","MD",31534,1614,5932,1049,54,121
"2020-05-10","Maryland","MD",32587,1644,5955,1053,30,23
"2020-05-11","Maryland","MD",33373,1683,6183,786,39,228
"2020-05-12","Maryland","MD",34061,1756,6287,688,73,104
"2020-05-13","Maryland","MD",34812,1809,6404,751,53,117
"2020-05-14","Maryland","MD",35903,1866,6553,1091,57,149
"2020-05-15","Maryland","MD",36986,1911,6679,1083,45,126
"2020-05-16","Maryland","MD",37968,1957,6755,982,46,76
"2020-05-17","Maryland","MD",38804,1992,6993,836,35,238
"2020-05-18","Maryland","MD",39762,2023,7086,958,31,93
"2020-05-19","Maryland","MD",41546,2081,7199,1784,58,113
"2020-05-20","Maryland","MD",42323,2123,7393,777,42,194
"2020-05-21","Maryland","MD",43531,2159,7485,1208,36,92
"2020-05-22","Maryland","MD",44424,2207,7634,893,48,149
"2020-05-23","Maryland","MD",45495,2243,7825,1071,36,191
"2020-05-24","Maryland","MD",46313,2277,7939,818,34,114
"2020-05-25","Maryland","MD",47152,2302,8092,839,25,153
"2020-05-26","Maryland","MD",47687,2333,8179,535,31,87
"2020-05-27","Maryland","MD",48423,2392,8281,736,59,102
"2020-05-28","Maryland","MD",49709,2428,8392,1286,36,111
"2020-05-29","Maryland","MD",50988,2466,8479,1279,38,87
"2020-05-30","Maryland","MD",52015,2509,8619,1027,43,140
"2020-05-31","Maryland","MD",52778,2532,8738,763,23,119
"2020-06-01","Maryland","MD",53327,2552,8886,549,20,148
"2020-06-02","Maryland","MD",54175,2597,8957,848,45,71
"2020-06-03","Maryland","MD",54982,2641,9111,807,44,154
"2020-06-04","Maryland","MD",55858,2668,9217,876,27,106
"2020-06-05","Maryland","MD",56770,2702,9346,912,34,129
"2020-06-06","Maryland","MD",57482,2740,9451,712,38,105
"2020-06-07","Maryland","MD",57973,2749,9546,491,9,95
"2020-06-08","Maryland","MD",58404,2776,9629,431,27,83
"2020-06-09","Maryland","MD",58904,2811,9676,500,35,47
"2020-06-10","Maryland","MD",59465,2844,9755,561,33,79
"2020-06-11","Maryland","MD",60197,2875,9789,732,31,34
"2020-06-12","Maryland","MD",60613,2900,9923,416,25,134
"2020-06-13","Maryland","MD",61305,2926,10053,692,26,130
"2020-06-14","Maryland","MD",61701,2939,10165,396,13,112
"2020-06-15","Maryland","MD",62032,2947,10222,331,8,57
"2020-06-16","Maryland","MD",62409,2982,10262,377,35,40
"2020-06-17","Maryland","MD",62969,2996,10309,560,14,47
"2020-06-18","Maryland","MD",63229,3016,10357,260,20,48
"2020-06-19","Maryland","MD",63548,3030,10447,319,14,90
"2020-06-20","Maryland","MD",63956,3052,10497,408,22,50
"2020-06-21","Maryland","MD",64306,3066,10544,350,14,47
"2020-06-22","Maryland","MD",64603,3074,10572,297,8,28
"2020-06-23","Maryland","MD",65007,3092,10611,404,18,39
"2020-06-24","Maryland","MD",65337,3108,10648,330,16,37
"2020-06-25","Maryland","MD",65777,3129,10683,440,21,35
"2020-06-26","Maryland","MD",66115,3142,10725,338,13,42
"2020-06-27","Maryland","MD",66450,3157,10751,335,15,26
"2020-06-28","Maryland","MD",66777,3168,10793,327,11,42
"2020-06-29","Maryland","MD",67254,3175,10822,477,7,29
"2020-06-30","Maryland","MD",67559,3190,10844,305,15,22
"2020-07-01","Maryland","MD",67918,3205,10902,359,15,58
"2020-07-02","Maryland","MD",68423,3212,10939,505,7,37
"2020-07-03","Maryland","MD",68961,3223,10973,538,11,34
"2020-07-04","Maryland","MD",69341,3236,11034,380,13,61
"2020-07-05","Maryland","MD",69632,3243,11071,291,7,37
"2020-07-06","Maryland","MD",69904,3246,11096,272,3,25
"2020-07-07","Maryland","MD",70396,3266,11111,492,20,15
"2020-07-08","Maryland","MD",70861,3275,11184,465,9,73
"2020-07-09","Maryland","MD",71447,3288,11221,586,13,37
"2020-07-10","Maryland","MD",71910,3303,11300,463,15,79
"2020-07-11","Maryland","MD",72467,3310,11353,557,7,53
"2020-07-12","Maryland","MD",73109,3319,11420,642,9,67
"2020-07-13","Maryland","MD",73527,3325,11467,418,6,47
"2020-07-14","Maryland","MD",74260,3334,11485,733,9,18
"2020-07-15","Maryland","MD",75016,3341,11625,756,7,140
"2020-07-16","Maryland","MD",75664,3347,11687,648,6,62
"2020-07-17","Maryland","MD",76371,3359,11728,707,12,41
"2020-07-18","Maryland","MD",77206,3368,11788,835,9,60
"2020-07-19","Maryland","MD",78131,3377,11841,925,9,53
"2020-07-20","Maryland","MD",78685,3382,11897,554,5,56
"2020-07-21","Maryland","MD",79545,3402,11949,860,20,52
"2020-07-22","Maryland","MD",80172,3405,11997,627,3,48
"2020-07-23","Maryland","MD",80836,3409,12037,664,4,40
"2020-07-24","Maryland","MD",81766,3422,12119,930,13,82
"2020-07-25","Maryland","MD",83054,3433,12188,1288,11,69
"2020-07-26","Maryland","MD",83748,3440,12283,694,7,95
"2020-07-27","Maryland","MD",84876,3447,12339,1128,7,56
"2020-07-28","Maryland","MD",85524,3458,12389,648,11,50
"2020-07-29","Maryland","MD",86285,3478,12448,761,20,59
"2020-07-30","Maryland","MD",87177,3488,12500,892,10,52
"2020-07-31","Maryland","MD",88346,3493,12593,1169,5,93
"2020-08-01","Maryland","MD",89365,3506,12672,1019,13,79
"2020-08-02","Maryland","MD",90274,3515,12746,909,9,74
"2020-08-03","Maryland","MD",91144,3523,12832,870,8,86
"2020-08-04","Maryland","MD",91854,3530,12888,710,7,56
"2020-08-05","Maryland","MD",92426,3536,12922,572,6,34
"2020-08-06","Maryland","MD",93005,3551,12978,579,15,56
"2020-08-07","Maryland","MD",93806,3565,13047,801,14,69
"2020-08-08","Maryland","MD",94581,3577,13105,775,12,58
"2020-08-09","Maryland","MD",95503,3585,13177,922,8,72
"2020-08-10","Maryland","MD",96258,3591,13247,755,6,70
"2020-08-11","Maryland","MD",96843,3604,13266,585,13,19
"2020-08-12","Maryland","MD",97384,3612,13348,541,8,82
"2020-08-13","Maryland","MD",98160,3620,13463,776,8,115
"2020-08-14","Maryland","MD",98875,3631,13508,715,11,45
"2020-08-15","Maryland","MD",99693,3636,13556,818,5,48
"2020-08-16","Maryland","MD",100212,3639,13614,519,3,58
"2020-08-17","Maryland","MD",100715,3641,13658,503,2,44
"2020-08-18","Maryland","MD",101235,3650,13698,520,9,40
"2020-08-19","Maryland","MD",101649,3661,13744,414,11,46
"2020-08-20","Maryland","MD",102229,3669,13785,580,8,41
"2020-08-21","Maryland","MD",102899,3674,13823,670,5,38
"2020-08-22","Maryland","MD",103523,3685,13864,624,11,41
"2020-08-23","Maryland","MD",104102,3691,13956,579,6,92
"2020-08-24","Maryland","MD",104669,3694,14007,567,3,51
"2020-08-25","Maryland","MD",105046,3707,14051,377,13,44
"2020-08-26","Maryland","MD",105486,3717,14090,440,10,39
"2020-08-27","Maryland","MD",106063,3722,14141,577,5,51
"2020-08-28","Maryland","MD",106664,3727,NA,601,5,NA
"2020-08-29","Maryland","MD",107294,3746,NA,630,19,NA
"2020-08-30","Maryland","MD",107791,3752,NA,497,6,NA
