"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Connecticut","CT",13989,671,1779,608,69,19
"2020-04-15","Connecticut","CT",14755,868,1908,766,197,129
"2020-04-16","Connecticut","CT",15884,971,1926,1129,103,18
"2020-04-17","Connecticut","CT",16809,1036,1946,925,65,20
"2020-04-18","Connecticut","CT",17550,1086,1946,741,50,0
"2020-04-19","Connecticut","CT",17962,1127,1938,412,41,-8
"2020-04-20","Connecticut","CT",19815,1331,1919,1853,204,-19
"2020-04-21","Connecticut","CT",20360,1423,1949,545,92,30
"2020-04-22","Connecticut","CT",22469,1544,1972,2109,121,23
"2020-04-23","Connecticut","CT",23100,1639,1947,631,95,-25
"2020-04-24","Connecticut","CT",23936,1767,1877,836,128,-70
"2020-04-25","Connecticut","CT",24583,1865,1810,647,98,-67
"2020-04-26","Connecticut","CT",25269,1924,1766,686,59,-44
"2020-04-27","Connecticut","CT",25997,2012,1758,728,88,-8
"2020-04-28","Connecticut","CT",26312,2087,NA,315,75,NA
"2020-04-29","Connecticut","CT",26767,2169,NA,455,82,NA
"2020-04-30","Connecticut","CT",27700,2257,NA,933,88,NA
"2020-05-01","Connecticut","CT",28764,2339,7758,1064,82,NA
"2020-05-02","Connecticut","CT",29287,2436,7758,523,97,0
"2020-05-03","Connecticut","CT",29287,2436,7758,0,0,0
"2020-05-04","Connecticut","CT",29973,2556,7758,686,120,0
"2020-05-05","Connecticut","CT",30621,2633,7758,648,77,0
"2020-05-06","Connecticut","CT",30995,2718,7758,374,85,0
"2020-05-07","Connecticut","CT",31784,2797,9389,789,79,1631
"2020-05-08","Connecticut","CT",32411,2874,9389,627,77,0
"2020-05-09","Connecticut","CT",32984,2932,9389,573,58,0
"2020-05-10","Connecticut","CT",33554,2967,9389,570,35,0
"2020-05-11","Connecticut","CT",33765,3008,9389,211,41,0
"2020-05-12","Connecticut","CT",34333,3041,9389,568,33,0
"2020-05-13","Connecticut","CT",34855,3125,9389,522,84,0
"2020-05-14","Connecticut","CT",35464,3219,10946,609,94,1557
"2020-05-15","Connecticut","CT",36085,3285,10946,621,66,0
"2020-05-16","Connecticut","CT",36703,3339,10946,618,54,0
"2020-05-17","Connecticut","CT",37419,3408,10946,716,69,0
"2020-05-18","Connecticut","CT",38116,3450,10946,697,42,0
"2020-05-19","Connecticut","CT",38430,3472,10946,314,22,0
"2020-05-20","Connecticut","CT",39017,3529,10946,587,57,0
"2020-05-21","Connecticut","CT",39208,3583,10946,191,54,0
"2020-05-22","Connecticut","CT",39640,3637,12538,432,54,1592
"2020-05-23","Connecticut","CT",40022,3675,12538,382,38,0
"2020-05-24","Connecticut","CT",40468,3693,12538,446,18,0
