"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Nevada","NV",3134,126,NA,144,12,NA
"2020-04-15","Nevada","NV",3211,131,NA,77,5,NA
"2020-04-16","Nevada","NV",3214,137,NA,3,6,NA
"2020-04-17","Nevada","NV",3524,142,NA,310,5,NA
"2020-04-18","Nevada","NV",3626,151,NA,102,9,NA
"2020-04-19","Nevada","NV",3728,158,NA,102,7,NA
"2020-04-20","Nevada","NV",3830,159,NA,102,1,NA
"2020-04-21","Nevada","NV",3937,163,NA,107,4,NA
"2020-04-22","Nevada","NV",4081,172,NA,144,9,NA
"2020-04-23","Nevada","NV",4208,195,NA,127,23,NA
"2020-04-24","Nevada","NV",4398,197,NA,190,2,NA
"2020-04-25","Nevada","NV",4539,205,NA,141,8,NA
"2020-04-26","Nevada","NV",4734,206,NA,195,1,NA
"2020-04-27","Nevada","NV",4700,206,NA,-34,0,NA
"2020-04-28","Nevada","NV",4821,219,NA,121,13,NA
"2020-04-29","Nevada","NV",4934,230,NA,113,11,NA
"2020-04-30","Nevada","NV",5053,243,NA,119,13,NA
"2020-05-01","Nevada","NV",5248,246,NA,195,3,NA
"2020-05-02","Nevada","NV",5389,255,NA,141,9,NA
"2020-05-03","Nevada","NV",5472,258,NA,83,3,NA
"2020-05-04","Nevada","NV",5630,265,NA,158,7,NA
"2020-05-05","Nevada","NV",5660,270,NA,30,5,NA
"2020-05-06","Nevada","NV",5741,289,NA,81,19,NA
"2020-05-07","Nevada","NV",5855,297,NA,114,8,NA
"2020-05-08","Nevada","NV",5920,294,NA,65,-3,NA
"2020-05-09","Nevada","NV",6171,313,NA,251,19,NA
"2020-05-10","Nevada","NV",6120,310,NA,-51,-3,NA
"2020-05-11","Nevada","NV",6152,312,NA,32,2,NA
"2020-05-12","Nevada","NV",6313,321,NA,161,9,NA
"2020-05-13","Nevada","NV",6476,331,NA,163,10,NA
"2020-05-14","Nevada","NV",6504,333,NA,28,2,NA
"2020-05-15","Nevada","NV",6733,343,NA,229,10,NA
"2020-05-16","Nevada","NV",6813,347,NA,80,4,NA
"2020-05-17","Nevada","NV",6949,350,NA,136,3,NA
"2020-05-18","Nevada","NV",7061,358,NA,112,8,NA
"2020-05-19","Nevada","NV",7096,358,NA,35,0,NA
"2020-05-20","Nevada","NV",7388,377,NA,292,19,NA
"2020-05-21","Nevada","NV",7400,383,NA,12,6,NA
"2020-05-22","Nevada","NV",7525,386,NA,125,3,NA
"2020-05-23","Nevada","NV",7526,387,NA,1,1,NA
"2020-05-24","Nevada","NV",7881,380,NA,355,-7,NA
