"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Montana","MT",399,7,50,5,0,3
"2020-04-15","Montana","MT",404,7,51,5,0,1
"2020-04-16","Montana","MT",415,7,52,11,0,1
"2020-04-17","Montana","MT",422,8,54,7,1,2
"2020-04-18","Montana","MT",426,10,55,4,2,1
"2020-04-19","Montana","MT",433,10,55,7,0,0
"2020-04-20","Montana","MT",433,10,57,0,0,2
"2020-04-21","Montana","MT",437,12,59,4,2,2
"2020-04-22","Montana","MT",439,14,59,2,2,0
"2020-04-23","Montana","MT",442,14,59,3,0,0
"2020-04-24","Montana","MT",444,14,59,2,0,0
"2020-04-25","Montana","MT",445,14,61,1,0,2
"2020-04-26","Montana","MT",448,14,61,3,0,0
"2020-04-27","Montana","MT",449,14,61,1,0,0
"2020-04-28","Montana","MT",451,15,61,2,1,0
"2020-04-29","Montana","MT",451,16,61,0,1,0
"2020-04-30","Montana","MT",453,16,61,2,0,0
"2020-05-01","Montana","MT",453,16,61,0,0,0
"2020-05-02","Montana","MT",455,16,61,2,0,0
"2020-05-03","Montana","MT",455,16,61,0,0,0
"2020-05-04","Montana","MT",457,16,62,2,0,1
"2020-05-05","Montana","MT",456,16,62,-1,0,0
"2020-05-06","Montana","MT",456,16,62,0,0,0
"2020-05-07","Montana","MT",456,16,62,0,0,0
"2020-05-08","Montana","MT",458,16,62,2,0,0
"2020-05-09","Montana","MT",458,16,62,0,0,0
"2020-05-10","Montana","MT",458,16,62,0,0,0
"2020-05-11","Montana","MT",459,16,62,1,0,0
"2020-05-12","Montana","MT",461,16,63,2,0,1
"2020-05-13","Montana","MT",462,16,63,1,0,0
"2020-05-14","Montana","MT",462,16,63,0,0,0
"2020-05-15","Montana","MT",466,16,63,4,0,0
"2020-05-16","Montana","MT",468,16,63,2,0,0
"2020-05-17","Montana","MT",468,16,63,0,0,0
"2020-05-18","Montana","MT",470,16,64,2,0,1
"2020-05-19","Montana","MT",471,16,65,1,0,1
"2020-05-20","Montana","MT",478,16,65,7,0,0
"2020-05-21","Montana","MT",479,16,65,1,0,0
"2020-05-22","Montana","MT",479,16,65,0,0,0
"2020-05-23","Montana","MT",479,16,65,0,0,0
"2020-05-24","Montana","MT",479,16,65,0,0,0
"2020-05-25","Montana","MT",479,16,65,0,0,0
"2020-05-26","Montana","MT",479,17,65,0,1,0
"2020-05-27","Montana","MT",481,17,66,2,0,1
"2020-05-28","Montana","MT",485,17,66,4,0,0
"2020-05-29","Montana","MT",493,17,67,8,0,1
"2020-05-30","Montana","MT",505,17,67,12,0,0
"2020-05-31","Montana","MT",515,17,67,10,0,0
"2020-06-01","Montana","MT",519,17,67,4,0,0
"2020-06-02","Montana","MT",523,17,67,4,0,0
"2020-06-03","Montana","MT",525,17,68,2,0,1
"2020-06-04","Montana","MT",539,17,68,14,0,0
"2020-06-05","Montana","MT",541,18,68,2,1,0
"2020-06-06","Montana","MT",540,18,68,-1,0,0
"2020-06-07","Montana","MT",545,18,69,5,0,1
"2020-06-08","Montana","MT",548,18,69,3,0,0
"2020-06-09","Montana","MT",554,18,72,6,0,3
"2020-06-10","Montana","MT",561,18,74,7,0,2
"2020-06-11","Montana","MT",563,18,74,2,0,0
"2020-06-12","Montana","MT",573,18,77,10,0,3
"2020-06-13","Montana","MT",588,18,77,15,0,0
"2020-06-14","Montana","MT",601,19,77,13,1,0
"2020-06-15","Montana","MT",609,19,78,8,0,1
"2020-06-16","Montana","MT",614,19,79,5,0,1
"2020-06-17","Montana","MT",630,20,78,16,1,-1
"2020-06-18","Montana","MT",655,20,81,25,0,3
"2020-06-19","Montana","MT",666,20,82,11,0,1
"2020-06-20","Montana","MT",698,20,85,32,0,3
"2020-06-21","Montana","MT",717,20,89,19,0,4
"2020-06-22","Montana","MT",734,21,90,17,1,1
"2020-06-23","Montana","MT",743,21,91,9,0,1
"2020-06-24","Montana","MT",766,21,93,23,0,2
"2020-06-25","Montana","MT",803,21,93,37,0,0
"2020-06-26","Montana","MT",829,22,95,26,1,2
"2020-06-27","Montana","MT",852,22,95,23,0,0
"2020-06-28","Montana","MT",863,22,97,11,0,2
"2020-06-29","Montana","MT",919,22,100,56,0,3
"2020-06-30","Montana","MT",967,22,101,48,0,1
"2020-07-01","Montana","MT",1016,22,105,49,0,4
"2020-07-02","Montana","MT",1083,22,106,67,0,1
"2020-07-03","Montana","MT",1128,23,109,45,1,3
"2020-07-04","Montana","MT",1167,23,112,39,0,3
"2020-07-05","Montana","MT",1212,23,112,45,0,0
"2020-07-06","Montana","MT",1249,23,112,37,0,0
"2020-07-07","Montana","MT",1327,23,117,78,0,5
"2020-07-08","Montana","MT",1371,23,117,44,0,0
"2020-07-09","Montana","MT",1466,25,120,95,2,3
"2020-07-10","Montana","MT",1593,28,123,127,3,3
"2020-07-11","Montana","MT",1677,29,127,84,1,4
"2020-07-12","Montana","MT",1758,29,128,81,0,1
"2020-07-13","Montana","MT",1843,32,133,85,3,5
"2020-07-14","Montana","MT",1952,34,136,109,2,3
"2020-07-15","Montana","MT",2096,34,145,144,0,9
"2020-07-16","Montana","MT",2231,35,150,135,1,5
"2020-07-17","Montana","MT",2366,37,159,135,2,9
"2020-07-18","Montana","MT",2471,37,164,105,0,5
"2020-07-19","Montana","MT",2533,37,165,62,0,1
"2020-07-20","Montana","MT",2620,39,167,87,2,2
"2020-07-21","Montana","MT",2711,40,174,91,1,7
"2020-07-22","Montana","MT",2812,42,179,101,2,5
"2020-07-23","Montana","MT",2909,43,183,97,1,4
"2020-07-24","Montana","MT",3038,46,191,129,3,8
"2020-07-25","Montana","MT",3259,46,195,221,0,4
"2020-07-26","Montana","MT",3341,46,199,82,0,4
"2020-07-27","Montana","MT",3380,47,201,39,1,2
"2020-07-28","Montana","MT",3474,51,205,94,4,4
"2020-07-29","Montana","MT",3676,54,211,202,3,6
"2020-07-30","Montana","MT",3814,55,221,138,1,10
"2020-07-31","Montana","MT",3965,60,230,151,5,9
"2020-08-01","Montana","MT",4081,61,230,116,1,0
"2020-08-02","Montana","MT",4193,61,233,112,0,3
"2020-08-03","Montana","MT",4233,64,236,40,3,3
"2020-08-04","Montana","MT",4314,64,238,81,0,2
"2020-08-05","Montana","MT",4429,65,248,115,1,10
"2020-08-06","Montana","MT",4602,65,259,173,0,11
"2020-08-07","Montana","MT",4757,70,264,155,5,5
"2020-08-08","Montana","MT",4889,75,268,132,5,4
"2020-08-09","Montana","MT",4952,75,272,63,0,4
"2020-08-10","Montana","MT",5017,75,273,65,0,1
"2020-08-11","Montana","MT",5104,77,276,87,2,3
"2020-08-12","Montana","MT",5268,80,301,164,3,25
"2020-08-13","Montana","MT",5407,81,315,139,1,14
"2020-08-14","Montana","MT",5541,81,319,134,0,4
"2020-08-15","Montana","MT",5659,82,324,118,1,5
"2020-08-16","Montana","MT",5750,82,326,91,0,2
"2020-08-17","Montana","MT",5792,82,330,42,0,4
"2020-08-18","Montana","MT",5846,84,339,54,2,9
"2020-08-19","Montana","MT",5956,84,348,110,0,9
"2020-08-20","Montana","MT",6072,89,357,116,5,9
"2020-08-21","Montana","MT",6216,89,363,144,0,6
"2020-08-22","Montana","MT",6376,90,378,160,1,15
"2020-08-23","Montana","MT",6429,90,379,53,0,1
"2020-08-24","Montana","MT",6489,91,383,60,1,4
"2020-08-25","Montana","MT",6624,97,394,135,6,11
"2020-08-26","Montana","MT",6785,98,402,161,1,8
"2020-08-27","Montana","MT",6929,98,412,144,0,10
"2020-08-28","Montana","MT",7063,100,NA,134,2,NA
"2020-08-29","Montana","MT",7251,104,NA,188,4,NA
"2020-08-30","Montana","MT",7340,104,NA,89,0,NA
"2020-08-31","Montana","MT",7421,104,NA,81,0,NA
"2020-09-01","Montana","MT",7509,105,NA,88,1,NA
"2020-09-02","Montana","MT",7691,109,NA,182,4,NA
"2020-09-03","Montana","MT",7871,111,NA,180,2,NA
"2020-09-04","Montana","MT",8019,114,NA,148,3,NA
"2020-09-05","Montana","MT",8164,116,NA,145,2,NA
"2020-09-06","Montana","MT",8264,117,NA,100,1,NA
"2020-09-07","Montana","MT",8316,118,NA,52,1,NA
"2020-09-08","Montana","MT",8381,119,NA,65,1,NA
"2020-09-09","Montana","MT",8468,122,NA,87,3,NA
"2020-09-10","Montana","MT",8663,123,NA,195,1,NA
"2020-09-11","Montana","MT",8785,131,NA,122,8,NA
"2020-09-12","Montana","MT",8925,133,NA,140,2,NA
"2020-09-13","Montana","MT",9021,135,NA,96,2,NA
"2020-09-14","Montana","MT",9107,138,NA,86,3,NA
"2020-09-15","Montana","MT",9244,140,NA,137,2,NA
"2020-09-16","Montana","MT",9431,141,NA,187,1,NA
"2020-09-17","Montana","MT",9647,143,NA,216,2,NA
"2020-09-18","Montana","MT",9871,146,NA,224,3,NA
"2020-09-19","Montana","MT",10163,156,NA,292,10,NA
