"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Massachusetts","MA",28164,844,2340,1297,0,0
"2020-04-15","Massachusetts","MA",29918,1108,3454,1754,264,1114
"2020-04-16","Massachusetts","MA",32181,1108,3454,2263,0,0
"2020-04-17","Massachusetts","MA",34402,1245,3729,2221,137,275
"2020-04-18","Massachusetts","MA",36372,1404,3729,1970,159,0
"2020-04-19","Massachusetts","MA",38077,1706,3729,1705,302,0
"2020-04-20","Massachusetts","MA",38077,1706,3729,0,0,0
"2020-04-21","Massachusetts","MA",41199,1961,3872,3122,255,143
"2020-04-22","Massachusetts","MA",42944,2182,3977,1745,221,105
"2020-04-23","Massachusetts","MA",46023,2360,4493,3079,178,516
"2020-04-24","Massachusetts","MA",50969,2556,4752,4946,196,259
"2020-04-25","Massachusetts","MA",53348,2730,4965,2379,174,213
"2020-04-26","Massachusetts","MA",54938,2899,5104,1590,169,139
"2020-04-27","Massachusetts","MA",56462,3003,5237,1524,104,133
"2020-04-28","Massachusetts","MA",58302,3153,5515,1840,150,278
"2020-04-29","Massachusetts","MA",60265,3405,5758,1963,252,243
"2020-04-30","Massachusetts","MA",62205,3562,5942,1940,157,184
"2020-05-01","Massachusetts","MA",64311,3716,6169,2106,154,227
"2020-05-02","Massachusetts","MA",66263,3846,6378,1952,130,209
"2020-05-03","Massachusetts","MA",68087,4004,6507,1824,158,129
"2020-05-04","Massachusetts","MA",69087,4090,6622,1000,86,115
"2020-05-05","Massachusetts","MA",70271,4212,6831,1184,122,209
"2020-05-06","Massachusetts","MA",72025,4420,7080,1754,208,249
"2020-05-07","Massachusetts","MA",73721,4552,7237,1696,132,157
"2020-05-08","Massachusetts","MA",75333,4702,7434,1612,150,197
"2020-05-09","Massachusetts","MA",76743,4840,7551,1410,138,117
"2020-05-10","Massachusetts","MA",77793,4979,7617,1050,139,66
"2020-05-11","Massachusetts","MA",78462,5108,7732,669,129,115
"2020-05-12","Massachusetts","MA",79332,5141,7842,870,33,110
"2020-05-13","Massachusetts","MA",80497,5315,8032,1165,174,190
"2020-05-14","Massachusetts","MA",82182,5482,8032,1685,167,0
"2020-05-15","Massachusetts","MA",83421,5592,8314,1239,110,282
"2020-05-16","Massachusetts","MA",84933,5705,8456,1512,113,142
"2020-05-17","Massachusetts","MA",86010,5797,8539,1077,92,83
"2020-05-18","Massachusetts","MA",87052,5862,8539,1042,65,0
"2020-05-19","Massachusetts","MA",87925,5938,8766,873,76,227
"2020-05-20","Massachusetts","MA",88970,6066,8897,1045,128,131
"2020-05-21","Massachusetts","MA",90084,6148,9040,1114,82,143
"2020-05-22","Massachusetts","MA",90889,6228,9162,805,80,122
"2020-05-23","Massachusetts","MA",91662,6304,9260,773,76,98
