"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Maine","ME",735,20,124,37,1,0
"2020-04-15","Maine","ME",770,24,126,35,4,2
"2020-04-16","Maine","ME",796,27,130,26,3,4
"2020-04-17","Maine","ME",827,29,133,31,2,3
"2020-04-18","Maine","ME",847,32,136,20,3,3
"2020-04-19","Maine","ME",867,34,136,20,2,0
"2020-04-20","Maine","ME",875,35,138,8,1,2
"2020-04-21","Maine","ME",888,36,139,13,1,1
"2020-04-22","Maine","ME",907,39,144,19,3,5
"2020-04-23","Maine","ME",937,44,150,30,5,6
"2020-04-24","Maine","ME",965,47,152,28,3,2
"2020-04-25","Maine","ME",965,47,156,0,0,4
"2020-04-26","Maine","ME",1015,50,159,50,3,3
"2020-04-27","Maine","ME",1023,51,161,8,1,2
"2020-04-28","Maine","ME",1040,51,163,17,0,2
"2020-04-29","Maine","ME",1056,52,166,16,1,3
"2020-04-30","Maine","ME",1095,53,170,39,1,4
"2020-05-01","Maine","ME",1123,55,177,28,2,7
"2020-05-02","Maine","ME",1153,56,181,30,1,4
"2020-05-03","Maine","ME",1185,57,183,32,1,2
"2020-05-04","Maine","ME",1205,57,186,20,0,3
"2020-05-05","Maine","ME",1226,61,187,21,4,1
"2020-05-06","Maine","ME",1254,62,191,28,1,4
"2020-05-07","Maine","ME",1330,62,192,76,0,1
"2020-05-08","Maine","ME",1374,63,194,44,1,2
"2020-05-09","Maine","ME",1408,64,198,34,1,4
"2020-05-10","Maine","ME",1436,64,199,28,0,1
"2020-05-11","Maine","ME",1462,65,200,26,1,1
"2020-05-12","Maine","ME",1477,65,202,15,0,2
"2020-05-13","Maine","ME",1515,66,204,38,1,2
"2020-05-14","Maine","ME",1565,69,207,50,3,3
"2020-05-15","Maine","ME",1603,69,211,38,0,4
"2020-05-16","Maine","ME",1648,70,214,45,1,3
"2020-05-17","Maine","ME",1687,70,216,39,0,2
"2020-05-18","Maine","ME",1713,71,223,26,1,7
"2020-05-19","Maine","ME",1741,73,225,28,2,2
"2020-05-20","Maine","ME",1819,73,231,78,0,6
"2020-05-21","Maine","ME",1877,73,235,58,0,4
"2020-05-22","Maine","ME",1948,75,240,71,2,5
"2020-05-23","Maine","ME",2013,77,243,65,2,3
"2020-05-24","Maine","ME",2055,78,252,42,1,9
"2020-05-25","Maine","ME",2074,78,257,19,0,5
"2020-05-26","Maine","ME",2109,79,258,35,1,1
"2020-05-27","Maine","ME",2137,81,260,28,2,2
"2020-05-28","Maine","ME",2189,84,264,52,3,4
"2020-05-29","Maine","ME",2226,85,270,37,1,6
"2020-05-30","Maine","ME",2282,89,272,56,4,2
"2020-05-31","Maine","ME",2325,89,283,43,0,11
"2020-06-01","Maine","ME",2349,89,284,24,0,1
"2020-06-02","Maine","ME",2377,94,287,28,5,3
"2020-06-03","Maine","ME",2418,95,285,41,1,-2
"2020-06-04","Maine","ME",2446,95,291,28,0,6
"2020-06-05","Maine","ME",2482,98,293,36,3,2
"2020-06-06","Maine","ME",2524,98,296,42,0,3
"2020-06-07","Maine","ME",2570,99,298,46,1,2
"2020-06-08","Maine","ME",2588,99,301,18,0,3
"2020-06-09","Maine","ME",2606,100,302,18,1,1
"2020-06-10","Maine","ME",2637,100,303,31,0,1
"2020-06-11","Maine","ME",2667,100,308,30,0,5
"2020-06-12","Maine","ME",2721,100,308,54,0,0
"2020-06-13","Maine","ME",2757,100,313,36,0,5
"2020-06-14","Maine","ME",2793,100,314,36,0,1
"2020-06-15","Maine","ME",2810,101,317,17,1,3
"2020-06-16","Maine","ME",2819,101,321,9,0,4
"2020-06-17","Maine","ME",2836,102,323,17,1,2
"2020-06-18","Maine","ME",2878,102,323,42,0,0
"2020-06-19","Maine","ME",2913,102,328,35,0,5
"2020-06-20","Maine","ME",2938,102,333,25,0,5
"2020-06-21","Maine","ME",2957,102,336,19,0,3
"2020-06-22","Maine","ME",2971,102,336,14,0,0
"2020-06-23","Maine","ME",2996,102,339,25,0,3
"2020-06-24","Maine","ME",3017,103,339,21,1,0
"2020-06-25","Maine","ME",3070,103,343,53,0,4
"2020-06-26","Maine","ME",3102,103,343,32,0,0
"2020-06-27","Maine","ME",3154,104,345,52,1,2
"2020-06-28","Maine","ME",3191,104,346,37,0,1
"2020-06-29","Maine","ME",3219,105,347,28,1,1
"2020-06-30","Maine","ME",3253,105,348,34,0,1
"2020-07-01","Maine","ME",3294,105,351,41,0,3
"2020-07-02","Maine","ME",3328,105,354,34,0,3
"2020-07-03","Maine","ME",3373,105,358,45,0,4
"2020-07-04","Maine","ME",3397,107,358,24,2,0
"2020-07-05","Maine","ME",3415,109,359,18,2,1
"2020-07-06","Maine","ME",3423,109,359,8,0,0
"2020-07-07","Maine","ME",3440,110,360,17,1,1
"2020-07-08","Maine","ME",3460,110,363,20,0,3
"2020-07-09","Maine","ME",3486,111,365,26,1,2
"2020-07-10","Maine","ME",3499,111,366,13,0,1
"2020-07-11","Maine","ME",3520,112,368,21,1,2
"2020-07-12","Maine","ME",3539,114,371,19,2,3
"2020-07-13","Maine","ME",3558,114,372,19,0,1
"2020-07-14","Maine","ME",3566,114,373,8,0,1
"2020-07-15","Maine","ME",3578,114,373,12,0,0
"2020-07-16","Maine","ME",3598,114,374,20,0,1
"2020-07-17","Maine","ME",3636,115,375,38,1,1
"2020-07-18","Maine","ME",3645,117,375,9,2,0
"2020-07-19","Maine","ME",3687,117,375,42,0,0
"2020-07-20","Maine","ME",3711,117,375,24,0,0
"2020-07-21","Maine","ME",3723,118,377,12,1,2
"2020-07-22","Maine","ME",3722,118,377,-1,0,0
"2020-07-23","Maine","ME",3737,118,378,15,0,1
"2020-07-24","Maine","ME",3757,118,378,20,0,0
"2020-07-25","Maine","ME",3790,119,379,33,1,1
"2020-07-26","Maine","ME",3814,119,381,24,0,2
"2020-07-27","Maine","ME",3832,119,383,18,0,2
"2020-07-28","Maine","ME",3838,121,384,6,2,1
"2020-07-29","Maine","ME",3866,121,385,28,0,1
"2020-07-30","Maine","ME",3888,122,386,22,1,1
"2020-07-31","Maine","ME",3912,123,388,24,1,2
"2020-08-01","Maine","ME",3937,123,388,25,0,0
"2020-08-02","Maine","ME",3958,123,388,21,0,0
"2020-08-03","Maine","ME",3970,124,389,12,1,1
"2020-08-04","Maine","ME",3977,123,388,7,-1,-1
"2020-08-05","Maine","ME",3994,124,390,17,1,2
"2020-08-06","Maine","ME",3999,124,390,5,0,0
"2020-08-07","Maine","ME",4016,124,393,17,0,3
"2020-08-08","Maine","ME",4028,125,393,12,1,0
"2020-08-09","Maine","ME",4044,125,393,16,0,0
"2020-08-10","Maine","ME",4051,125,393,7,0,0
"2020-08-11","Maine","ME",4052,126,394,1,1,1
"2020-08-12","Maine","ME",4070,126,394,18,0,0
"2020-08-13","Maine","ME",4089,126,395,19,0,1
"2020-08-14","Maine","ME",4116,126,399,27,0,4
"2020-08-15","Maine","ME",4144,127,399,28,1,0
"2020-08-16","Maine","ME",4168,127,400,24,0,1
"2020-08-17","Maine","ME",4197,127,399,29,0,-1
"2020-08-18","Maine","ME",4213,127,401,16,0,2
"2020-08-19","Maine","ME",4235,127,403,22,0,2
"2020-08-20","Maine","ME",4253,128,405,18,1,2
"2020-08-21","Maine","ME",4286,129,407,33,1,2
"2020-08-22","Maine","ME",4318,130,407,32,1,0
"2020-08-23","Maine","ME",4336,131,408,18,1,1
"2020-08-24","Maine","ME",4357,131,409,21,0,1
"2020-08-25","Maine","ME",4369,131,410,12,0,1
"2020-08-26","Maine","ME",4389,132,412,20,1,2
"2020-08-27","Maine","ME",4414,132,415,25,0,3
"2020-08-28","Maine","ME",4436,132,NA,22,0,NA
"2020-08-29","Maine","ME",4492,132,NA,56,0,NA
"2020-08-30","Maine","ME",4514,132,NA,22,0,NA
"2020-08-31","Maine","ME",4529,132,NA,15,0,NA
"2020-09-01","Maine","ME",4549,132,NA,20,0,NA
"2020-09-02","Maine","ME",4568,133,NA,19,1,NA
"2020-09-03","Maine","ME",4618,133,NA,50,0,NA
"2020-09-04","Maine","ME",4633,134,NA,15,1,NA
"2020-09-05","Maine","ME",4633,134,NA,0,0,NA
"2020-09-06","Maine","ME",4683,134,NA,50,0,NA
"2020-09-07","Maine","ME",4701,134,NA,18,0,NA
"2020-09-08","Maine","ME",4714,134,NA,13,0,NA
"2020-09-09","Maine","ME",4713,134,NA,-1,0,NA
"2020-09-10","Maine","ME",4633,134,NA,-80,0,NA
"2020-09-11","Maine","ME",4792,134,NA,159,0,NA
"2020-09-12","Maine","ME",4834,135,NA,42,1,NA
"2020-09-13","Maine","ME",4863,136,NA,29,1,NA
"2020-09-14","Maine","ME",4904,136,NA,41,0,NA
"2020-09-15","Maine","ME",4918,137,NA,14,1,NA
"2020-09-16","Maine","ME",4941,138,NA,23,1,NA
"2020-09-17","Maine","ME",4962,138,NA,21,0,NA
"2020-09-18","Maine","ME",5002,138,NA,40,0,NA
"2020-09-19","Maine","ME",5034,139,NA,32,1,NA
"2020-09-20","Maine","ME",5077,139,NA,43,0,NA
