"date","state","state_abbr","positive","death","hospitalized","positiveIncrease","deathIncrease","hospitalIncrease"
"2020-04-14","Indiana","IN",8527,529,NA,168,46,NA
"2020-04-15","Indiana","IN",8960,567,NA,433,38,NA
"2020-04-16","Indiana","IN",9542,601,NA,582,34,NA
"2020-04-17","Indiana","IN",10154,637,NA,612,36,NA
"2020-04-18","Indiana","IN",10641,665,NA,487,28,NA
"2020-04-19","Indiana","IN",11211,702,NA,570,37,NA
"2020-04-20","Indiana","IN",11688,740,NA,477,38,NA
"2020-04-21","Indiana","IN",12097,790,NA,409,50,NA
"2020-04-22","Indiana","IN",12438,841,NA,341,51,NA
"2020-04-23","Indiana","IN",13039,879,NA,601,38,NA
"2020-04-24","Indiana","IN",13681,916,NA,642,37,NA
"2020-04-25","Indiana","IN",14399,958,1515,718,42,NA
"2020-04-26","Indiana","IN",15012,993,1446,613,35,-69
"2020-04-27","Indiana","IN",15961,1036,1493,949,43,47
"2020-04-28","Indiana","IN",16588,1072,NA,627,36,NA
"2020-04-29","Indiana","IN",17182,1116,NA,594,44,NA
"2020-04-30","Indiana","IN",17835,1161,NA,653,45,NA
"2020-05-01","Indiana","IN",18630,1198,NA,795,37,NA
"2020-05-02","Indiana","IN",19295,1242,NA,665,44,NA
"2020-05-03","Indiana","IN",19933,1278,NA,638,36,NA
"2020-05-04","Indiana","IN",20507,1317,NA,574,39,NA
"2020-05-05","Indiana","IN",21033,1356,NA,526,39,NA
"2020-05-06","Indiana","IN",21870,1400,NA,837,44,NA
"2020-05-07","Indiana","IN",22503,1434,NA,633,34,NA
"2020-05-08","Indiana","IN",23146,1462,4389,643,28,NA
"2020-05-09","Indiana","IN",23732,1495,4389,586,33,0
"2020-05-10","Indiana","IN",24126,1529,4389,394,34,0
"2020-05-11","Indiana","IN",24627,1571,4389,501,42,0
"2020-05-12","Indiana","IN",25127,1610,NA,500,39,NA
"2020-05-13","Indiana","IN",25473,1638,4389,346,28,NA
"2020-05-14","Indiana","IN",26053,1682,4389,580,44,0
